gene_id,product_description,chromosome,start,end,strand,functional_category
LOC103704254,LRR receptor-like serine/threonine-protein kinase HSL2,NC_052406.1,3948775,3952706,+,Protein_Kinases
LOC103704259,inositol-tetrakisphosphate 1-kinase 1-like%2C transcript variant X4,NC_052406.1,3998205,4010332,+,Protein_Kinases
LOC103698999,L-type lectin-domain containing receptor kinase S.4-like,NC_052406.1,4616874,4619331,+,Protein_Kinases
LOC103712548,L-type lectin-domain containing receptor kinase S.4-like,NC_052406.1,4686143,4688715,+,Protein_Kinases
LOC103712545,G-type lectin S-receptor-like serine/threonine-protein kinase At5g35370,NC_052406.1,4753880,4756599,-,Protein_Kinases
LOC103712507,heat stress transcription factor B-1-like,NC_052406.1,4921041,4923883,+,Stress_Osmoprotectants
LOC103712538,probable LRR receptor-like serine/threonine-protein kinase At1g67720,NC_052406.1,5026415,5029742,+,Protein_Kinases
LOC103712498,cyclin-dependent kinase inhibitor 1-like,NC_052406.1,5195048,5196365,-,Protein_Kinases
LOC103695443,universal stress protein PHOS34,NC_052406.1,5635145,5641187,+,Stress_Osmoprotectants
LOC103723731,serine/threonine-protein kinase-like protein At1g28390,NC_052406.1,5841014,5842835,+,Protein_Kinases
LOC103723175,serine/threonine-protein kinase PEPKR2-like%2C transcript variant X1,NC_052406.1,5920423,5928960,-,Protein_Kinases
LOC103707936,LRR receptor kinase SERK2-like%2C transcript variant X2,NC_052406.1,6516022,6535177,+,Protein_Kinases
LOC103707911,cyclin-dependent kinase C-2-like%2C transcript variant X1,NC_052406.1,6628809,6637647,+,Protein_Kinases
SERK1,somatic embryogenesis receptor kinase 2,NC_052406.1,7221893,7231589,-,Protein_Kinases
LOC103717761,uncharacterized aarF domain-containing protein kinase At1g71810%2C chloroplastic%2C transcript variant X2,NC_052406.1,7277370,7299358,+,Protein_Kinases
LOC103717760,shikimate kinase 3%2C chloroplastic-like,NC_052406.1,7300513,7305230,-,Protein_Kinases
LOC103716412,ATP-dependent 6-phosphofructokinase 5%2C chloroplastic-like%2C transcript variant X2,NC_052406.1,7649388,7665807,+,Protein_Kinases
LOC120113281,1-phosphatidylinositol-3-phosphate 5-kinase FAB1B-like,NC_052406.1,8317423,8329994,-,Protein_Kinases
LOC103714859,1-phosphatidylinositol-3-phosphate 5-kinase FAB1B-like,NC_052406.1,8494039,8507824,-,Protein_Kinases
LOC120113357,dual specificity protein kinase splA-like,NC_052406.1,8674516,8676642,-,Protein_Kinases
LOC103716317,pollen receptor-like kinase 3,NC_052406.1,8815779,8818528,+,Protein_Kinases
LOC103716300,serine/threonine-protein kinase RIPK-like,NC_052406.1,8955545,8960243,-,Protein_Kinases
LOC103705766,stress enhanced protein 1%2C chloroplastic-like,NC_052406.1,9139982,9148048,-,Stress_Osmoprotectants
LOC103705792,casein kinase 1-like protein HD16,NC_052406.1,9478426,9489733,+,Protein_Kinases
LOC103705810,putative 3%2C4-dihydroxy-2-butanone kinase%2C transcript variant X2,NC_052406.1,9748880,9774593,-,Protein_Kinases
LOC103705815,probable histidine kinase 4%2C transcript variant X3,NC_052406.1,9873812,9883931,-,Protein_Kinases
LOC103705819,receptor protein kinase TMK1-like,NC_052406.1,9992510,9997051,+,Protein_Kinases
LOC103705828,wee1-like protein kinase,NC_052406.1,10114355,10119337,+,Protein_Kinases
LOC103705829,cysteine-rich receptor-like protein kinase 10%2C transcript variant X1,NC_052406.1,10122042,10130991,+,Protein_Kinases
LOC103705844,proline-rich receptor-like protein kinase PERK9,NC_052406.1,10383405,10389622,-,Protein_Kinases
LOC103705846,serine/threonine-protein kinase STY13-like,NC_052406.1,10433967,10442921,-,Protein_Kinases
LOC103711518,serine/threonine-protein kinase BLUS1-like%2C transcript variant X2,NC_052406.1,10605173,10630844,+,Protein_Kinases
LOC103711575,LRR receptor-like serine/threonine-protein kinase GSO2,NC_052406.1,10708563,10712525,-,Protein_Kinases
LOC103711573,universal stress protein A-like protein,NC_052406.1,10724316,10726871,-,Stress_Osmoprotectants
LOC103711572,alpha-glucan water dikinase%2C chloroplastic%2C transcript variant X4,NC_052406.1,10734375,10753320,+,Protein_Kinases
LOC103711547,inositol-pentakisphosphate 2-kinase IPK1%2C transcript variant X10,NC_052406.1,11114817,11122565,-,Protein_Kinases
LOC103711544,uncharacterized sugar kinase slr0537,NC_052406.1,11152317,11156867,-,Protein_Kinases
LOC103711530,phosphatidylinositol 3-kinase%2C root isoform-like%2C transcript variant X2,NC_052406.1,11311822,11334045,+,Protein_Kinases
LOC103711528,pantothenate kinase 2-like%2C transcript variant X2,NC_052406.1,11335894,11360598,+,Protein_Kinases
LOC120103718,serine/threonine-protein kinase BLUS1-like%2C transcript variant X2,NC_052406.1,11455345,11491449,-,Protein_Kinases
LOC103723131,protein NSP-INTERACTING KINASE 3,NC_052406.1,11770161,11778540,+,Protein_Kinases
LOC103710205,wall-associated receptor kinase-like 20,NC_052407.1,408953,411322,+,Protein_Kinases
LOC103722252,LRR receptor-like serine/threonine-protein kinase FEI 1%2C transcript variant X1,NC_052407.1,823923,827983,-,Protein_Kinases
LOC103720100,inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase VIP2-like%2C transcript variant X1,NC_052407.1,959245,1025080,+,Protein_Kinases
LOC103721966,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.5,NC_052407.1,1274036,1277190,+,Protein_Kinases
LOC103711425,LRR receptor-like serine/threonine-protein kinase GSO1,NC_052407.1,2954155,2958994,-,Protein_Kinases
LOC103715707,probable receptor-like protein kinase At1g49730%2C transcript variant X2,NC_052407.1,3257422,3264749,-,Protein_Kinases
LOC103696938,phosphoglycerate kinase%2C cytosolic-like,NC_052407.1,3475383,3479633,+,Protein_Kinases
LOC103718791,phosphoglycerate kinase%2C cytosolic,NC_052407.1,3480779,3487322,+,Protein_Kinases
LOC103705979,putative uridine kinase C227.14%2C transcript variant X1,NC_052407.1,3756409,3794908,+,Protein_Kinases
LOC103696596,CBL-interacting protein kinase 4-like,NC_052407.1,4078353,4080130,-,Protein_Kinases
LOC103716164,pyruvate kinase isozyme A%2C chloroplastic-like%2C transcript variant X1,NC_052407.1,4200569,4211825,-,Protein_Kinases
LOC103724118,heat stress transcription factor A-2b-like%2C transcript variant X1,NC_052407.1,4680648,4685182,-,Stress_Osmoprotectants
LOC103713662,lysosomal Pro-X carboxypeptidase-like%2C transcript variant X2,NC_052407.1,4757487,4785213,+,Other_Signaling_Metabolism
LOC103709170,wall-associated receptor kinase-like 14,NC_052407.1,6099487,6105444,-,Protein_Kinases
LOC103709187,serine/threonine-protein kinase Aurora-3-like%2C transcript variant X1,NC_052407.1,6450673,6453741,-,Protein_Kinases
LOC103709149,serine/threonine-protein kinase SAPK10-like%2C transcript variant X1,NC_052407.1,6553886,6561857,-,Protein_Kinases
LOC103709183,mitogen-activated protein kinase kinase kinase 5-like%2C transcript variant X1,NC_052407.1,6721139,6740832,+,Protein_Kinases
LOC103709130,casein kinase II subunit alpha-like,NC_052407.1,6991408,7019066,-,Protein_Kinases
LOC103717912,cold-responsive protein kinase 1,NC_052407.1,7645429,7660131,-,Protein_Kinases
LOC103717919,LRR receptor-like serine/threonine-protein kinase GHR1,NC_052407.1,7779225,7786891,-,Protein_Kinases
LOC103717922,probable receptor-like protein kinase At1g30570%2C transcript variant X2,NC_052407.1,7821823,7825649,-,Protein_Kinases
LOC103700858,isopentenyl phosphate kinase%2C transcript variant X2,NC_052407.1,8530000,8539936,-,Protein_Kinases
LOC103698788,casein kinase II subunit alpha-2-like%2C transcript variant X1,NC_052407.1,9132504,9146364,+,Protein_Kinases
LOC103709825,serine/threonine-protein kinase tricornered-like%2C transcript variant X2,NC_052407.1,9712029,9730158,+,Protein_Kinases
LOC120104140,stress response protein NST1-like,NC_052407.1,9880280,9882273,-,Stress_Osmoprotectants
LOC108510999,probable LRR receptor-like serine/threonine-protein kinase At1g56130%2C transcript variant X1,NC_052407.1,10192567,10214486,+,Protein_Kinases
LOC103702231,probable LRR receptor-like serine/threonine-protein kinase At1g56140,NC_052407.1,10242096,10272586,+,Protein_Kinases
LOC103722528,probable LRR receptor-like serine/threonine-protein kinase At1g56140,NC_052407.1,10282908,10296019,+,Protein_Kinases
LOC103702707,proline-rich receptor-like protein kinase PERK7,NC_052407.1,10774453,10779429,+,Protein_Kinases
LOC103705703,probable LRR receptor-like serine/threonine-protein kinase At2g16250,NC_052407.1,11066384,11071899,-,Protein_Kinases
LOC103705711,leucine-rich repeat receptor-like serine/threonine-protein kinase BAM1,NC_052407.1,11204473,11208387,+,Protein_Kinases
LOC120104079,receptor-like protein kinase 7,NC_052407.1,11239373,11243191,+,Protein_Kinases
LOC103705762,receptor-like protein kinase 7,NC_052407.1,11270979,11275037,+,Protein_Kinases
LOC103705713,receptor protein-tyrosine kinase CEPR1%2C transcript variant X2,NC_052407.1,11280914,11288053,+,Protein_Kinases
LOC103703688,CBL-interacting protein kinase 23-like%2C transcript variant X2,NC_052407.1,12117865,12123046,+,Protein_Kinases
LOC103703678,protein kinase PINOID,NC_052407.1,12239723,12242213,+,Protein_Kinases
LOC103712131,N-acetyl-D-glucosamine kinase-like,NC_052407.1,12716253,12724060,-,Protein_Kinases
LOC103697058,probable inactive leucine-rich repeat receptor-like protein kinase At3g03770,NC_052407.1,13176151,13182943,-,Protein_Kinases
LOC120103816,probable inactive leucine-rich repeat receptor-like protein kinase At3g03770%2C transcript variant X1,NC_052407.1,13518350,13525142,+,Protein_Kinases
LOC103715062,heat stress transcription factor B-2c-like,NC_052408.1,210958,212494,+,Stress_Osmoprotectants
LOC103723861,phosphoribulokinase%2C chloroplastic-like%2C transcript variant X2,NC_052408.1,1733660,1737691,-,Protein_Kinases
LOC103705039,gluconokinase%2C transcript variant X1,NC_052408.1,2455705,2463260,-,Protein_Kinases
LOC103724094,MOB kinase activator-like 1A,NC_052408.1,2807787,2824170,+,Protein_Kinases
LOC103723542,casein kinase II subunit beta-1-like%2C transcript variant X5,NC_052408.1,3930056,3944263,+,Protein_Kinases
LOC103707360,casein kinase II subunit beta-1-like%2C transcript variant X3,NC_052408.1,3965299,3981261,+,Protein_Kinases
LOC103696863,calcium-dependent protein kinase 18-like,NC_052408.1,4117482,4137327,-,Protein_Kinases
LOC103708288,cation/H(+) antiporter 15-like,NC_052408.1,4942005,4945307,-,Ion_Transporters
LOC103708290,probably inactive leucine-rich repeat receptor-like protein kinase IMK2,NC_052408.1,4977515,4981059,-,Protein_Kinases
LOC103699355,leucine-rich repeat receptor-like protein kinase TDR%2C transcript variant X3,NC_052408.1,5175478,5183243,-,Protein_Kinases
LOC103721800,salt tolerance receptor-like cytoplasmic kinase 1,NC_052408.1,5895014,5896895,-,Protein_Kinases
LOC120104343,receptor kinase-like protein Xa21,NC_052408.1,6065618,6068501,-,Protein_Kinases
LOC103700035,receptor kinase-like protein Xa21,NC_052408.1,6105866,6109801,-,Protein_Kinases
LOC120104345,probable LRR receptor-like serine/threonine-protein kinase At3g47570,NC_052408.1,6136338,6138297,-,Protein_Kinases
LOC103699515,receptor kinase-like protein Xa21,NC_052408.1,7176275,7179073,-,Protein_Kinases
LOC120104349,receptor kinase-like protein Xa21,NC_052408.1,7178768,7180079,-,Protein_Kinases
LOC120104351,receptor kinase-like protein Xa21,NC_052408.1,7227662,7231682,-,Protein_Kinases
LOC120104352,probable LRR receptor-like serine/threonine-protein kinase At3g47570,NC_052408.1,7264600,7266559,-,Protein_Kinases
LOC120104353,receptor kinase-like protein Xa21,NC_052408.1,7271087,7271989,-,Protein_Kinases
LOC103699752,probable LRR receptor-like serine/threonine-protein kinase At3g47570,NC_052408.1,7283057,7287016,-,Protein_Kinases
LOC103699436,receptor kinase-like protein Xa21,NC_052408.1,7312808,7316720,-,Protein_Kinases
LOC103724158,receptor kinase-like protein Xa21,NC_052408.1,7326526,7334555,-,Protein_Kinases
LOC103698686,receptor kinase-like protein Xa21,NC_052408.1,7689985,7692948,+,Protein_Kinases
LOC103712221,mitogen-activated protein kinase 2,NC_052408.1,8181813,8191086,+,Protein_Kinases
LOC103706395,UMP-CMP kinase 4-like%2C transcript variant X1,NC_052408.1,8842648,8849338,+,Protein_Kinases
LOC103706435,pyruvate kinase isozyme G%2C chloroplastic-like%2C transcript variant X1,NC_052408.1,8906803,8916187,+,Protein_Kinases
LOC103706386,serine/threonine-protein kinase BSK2-like,NC_052408.1,8948118,8961326,+,Protein_Kinases
LOC103698730,serine/threonine-protein kinase PCRK1-like%2C transcript variant X2,NC_052408.1,9471504,9478661,+,Protein_Kinases
LOC103714879,dolichol kinase EVAN-like%2C transcript variant X1,NC_052408.1,9592842,9607609,+,Protein_Kinases
LOC103714907,putative kinase-like protein TMKL1,NC_052408.1,9749880,9752392,+,Protein_Kinases
LOC103723570,hydroxyethylthiazole kinase,NC_052408.1,9994126,9998749,-,Protein_Kinases
LOC103711908,MDIS1-interacting receptor like kinase 1-like,NC_052408.1,10008501,10012157,+,Protein_Kinases
LOC103711866,receptor-like serine/threonine-protein kinase ALE2%2C transcript variant X1,NC_052408.1,10248003,10256016,+,Protein_Kinases
LOC103711863,sulfofructose kinase-like,NC_052408.1,10286450,10293333,+,Protein_Kinases
LOC103711834,cyclin-dependent kinase inhibitor 5-like%2C transcript variant X3,NC_052408.1,10624517,10629243,-,Protein_Kinases
LOC103711828,non-lysosomal glucosylceramidase-like%2C transcript variant X5,NC_052408.1,10708057,10718225,-,Other_Signaling_Metabolism
LOC103721753,casein kinase 1-like,NC_052408.1,10940249,10949088,+,Protein_Kinases
LOC103721878,serine/threonine-protein kinase 19 homolog%2C transcript variant X2,NC_052408.1,11027498,11039578,+,Protein_Kinases
LOC103718279,MDIS1-interacting receptor like kinase 2-like,NC_052408.1,11237235,11241956,+,Protein_Kinases
LOC103718262,receptor-like serine/threonine-protein kinase NCRK%2C transcript variant X2,NC_052408.1,11276630,11284253,+,Protein_Kinases
LOC103701121,probable serine/threonine-protein kinase PIX13,NC_052408.1,12029473,12035960,-,Protein_Kinases
LOC103701122,probable serine/threonine-protein kinase PIX13%2C transcript variant X1,NC_052408.1,12047235,12051852,-,Protein_Kinases
LOC103701123,probable serine/threonine-protein kinase PBL7,NC_052408.1,12057400,12065269,-,Protein_Kinases
LOC120104299,mitogen-activated protein kinase kinase 5-like,NC_052408.1,12173991,12177269,+,Protein_Kinases
LOC103723994,SRSF protein kinase 1-like,NC_052408.1,12258243,12263166,-,Protein_Kinases
LOC103717884,calcium-dependent protein kinase 26%2C transcript variant X2,NC_052408.1,12498296,12506496,+,Protein_Kinases
LOC103717581,probable adenylate kinase 6%2C chloroplastic,NC_052408.1,12782544,12792254,-,Protein_Kinases
LOC120104244,inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630,NC_052408.1,12971587,12974737,+,Protein_Kinases
LOC103718571,probable leucine-rich repeat receptor-like protein kinase At1g35710,NC_052408.1,13886161,13888567,+,Protein_Kinases
LOC103716417,pyruvate kinase%2C cytosolic isozyme,NC_052408.1,14016519,14024243,-,Protein_Kinases
LOC103716187,cold-responsive protein kinase 1-like,NC_052408.1,14252328,14266814,-,Protein_Kinases
LOC103719405,K(+) efflux antiporter 2%2C chloroplastic-like%2C transcript variant X2,NC_052408.1,14731020,14748143,-,Ion_Transporters
LOC103719414,probable LRR receptor-like serine/threonine-protein kinase At1g63430%2C transcript variant X2,NC_052408.1,14905789,14914870,+,Protein_Kinases
LOC103705555,probable serine/threonine-protein kinase BSK3%2C transcript variant X1,NC_052408.1,15036924,15048658,+,Protein_Kinases
LOC103705553,wall-associated receptor kinase 2-like,NC_052408.1,15054536,15058905,+,Protein_Kinases
LOC103705516,mitogen-activated protein kinase kinase kinase YODA-like,NC_052408.1,15345459,15357453,-,Protein_Kinases
LOC103705496,phosphatidylinositol 4-phosphate 5-kinase 9-like,NC_052408.1,15656422,15671127,+,Protein_Kinases
LOC103705476,G-type lectin S-receptor-like serine/threonine-protein kinase SD2-2,NC_052408.1,15877037,15880004,+,Protein_Kinases
LOC103705474,calmodulin-binding receptor-like cytoplasmic kinase 2%2C transcript variant X1,NC_052408.1,15891861,15897314,+,Protein_Kinases
LOC103705569,receptor kinase-like protein Xa21,NC_052408.1,15961727,15965860,-,Protein_Kinases
LOC103719719,serine/threonine-protein kinase GRIK2-like%2C transcript variant X4,NC_052409.1,62513,73867,+,Protein_Kinases
LOC120104440,phosphoenolpyruvate carboxylase kinase 1-like,NC_052409.1,337823,339080,+,Protein_Kinases
LOC103706927,casein kinase 1-like%2C transcript variant X1,NC_052409.1,583781,591631,-,Protein_Kinases
LOC103706941,cyclin-dependent kinase inhibitor 5-like%2C transcript variant X1,NC_052409.1,779224,783419,+,Protein_Kinases
LOC103706957,ribokinase-like%2C transcript variant X1,NC_052409.1,1009308,1021382,-,Protein_Kinases
LOC103706992,putative kinase-like protein TMKL1,NC_052409.1,1491938,1494542,-,Protein_Kinases
